dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1858-12-01,15.449,1.46,Bihar,India
1859-01-01,15.237,1.394,Bihar,India
1859-02-01,18.173,1.407,Bihar,India
1859-03-01,23.796,1.46,Bihar,India
1859-04-01,28.599,1.483,Bihar,India
1859-05-01,30.685,1.405,Bihar,India
1859-06-01,29.911,1.467,Bihar,India
1859-07-01,28.413,1.414,Bihar,India
1859-08-01,27.827,1.369,Bihar,India
1859-09-01,27.041,1.346,Bihar,India
1859-10-01,25.053,1.419,Bihar,India
1859-11-01,20.685,1.584,Bihar,India
1859-12-01,16.045,1.595,Bihar,India
1860-01-01,14.987,1.41,Bihar,India
1860-02-01,17.85,1.41,Bihar,India
1860-03-01,22.148,1.664,Bihar,India
1860-04-01,27.934,1.415,Bihar,India
1860-05-01,30.191,1.346,Bihar,India
1860-06-01,29.927,1.383,Bihar,India
1860-07-01,28.679,1.366,Bihar,India
1860-08-01,28.408,1.427,Bihar,India
1860-09-01,27.763,1.398,Bihar,India
1860-10-01,24.995,1.382,Bihar,India
1860-11-01,20.141,1.368,Bihar,India
1860-12-01,14.801,1.355,Bihar,India
1861-01-01,13.87,1.48,Bihar,India
1861-02-01,17.366,1.385,Bihar,India
1861-03-01,23.168,1.365,Bihar,India
1861-04-01,27.708,1.431,Bihar,India
1861-05-01,29.955,1.388,Bihar,India
1861-06-01,29.752,1.654,Bihar,India
1861-07-01,28.515,1.521,Bihar,India
1861-08-01,28.104,1.379,Bihar,India
1861-09-01,27.288,1.337,Bihar,India
1861-10-01,24.679,1.355,Bihar,India
1861-11-01,20.784,1.6,Bihar,India
1861-12-01,15.962,1.685,Bihar,India
1862-01-01,,,Bihar,India
1862-02-01,,,Bihar,India
1862-03-01,,,Bihar,India
1862-04-01,,,Bihar,India
1862-05-01,,,Bihar,India
1862-06-01,,,Bihar,India
1862-07-01,,,Bihar,India
1862-08-01,,,Bihar,India
1862-09-01,,,Bihar,India
1862-10-01,,,Bihar,India
1862-11-01,,,Bihar,India
1862-12-01,,,Bihar,India
1863-01-01,,,Bihar,India
1863-02-01,,,Bihar,India
1863-03-01,,,Bihar,India
1863-04-01,,,Bihar,India
1863-05-01,,,Bihar,India
1863-06-01,,,Bihar,India
1863-07-01,,,Bihar,India
1863-08-01,,,Bihar,India
1863-09-01,,,Bihar,India
1863-10-01,,,Bihar,India
1863-11-01,,,Bihar,India
1863-12-01,,,Bihar,India
1864-01-01,,,Bihar,India
1864-02-01,,,Bihar,India
1864-03-01,,,Bihar,India
1864-04-01,,,Bihar,India
1864-05-01,,,Bihar,India
1864-06-01,,,Bihar,India
1864-07-01,,,Bihar,India
1864-08-01,,,Bihar,India
1864-09-01,,,Bihar,India
1864-10-01,,,Bihar,India
1864-11-01,,,Bihar,India
1864-12-01,,,Bihar,India
1865-01-01,15.756,1.41,Bihar,India
1865-02-01,17.723,1.744,Bihar,India
1865-03-01,22.665,1.363,Bihar,India
1865-04-01,27.497,1.41,Bihar,India
1865-05-01,30.401,1.526,Bihar,India
1865-06-01,30.245,1.369,Bihar,India
1865-07-01,28.739,1.355,Bihar,India
1865-08-01,28.222,1.363,Bihar,India
1865-09-01,27.852,1.327,Bihar,India
1865-10-01,25.393,1.383,Bihar,India
1865-11-01,21.251,1.447,Bihar,India
1865-12-01,16.137,1.526,Bihar,India
1866-01-01,15.987,1.465,Bihar,India
1866-02-01,17.848,1.481,Bihar,India
1866-03-01,23.119,1.414,Bihar,India
1866-04-01,28.27,1.53,Bihar,India
1866-05-01,30.572,1.511,Bihar,India
1866-06-01,29.862,1.421,Bihar,India
1866-07-01,29.017,1.43,Bihar,India
1866-08-01,28.151,1.423,Bihar,India
1866-09-01,27.705,1.456,Bihar,India
1866-10-01,24.849,1.371,Bihar,India
1866-11-01,20.745,1.369,Bihar,India
1866-12-01,16.967,1.479,Bihar,India
1867-01-01,15.51,1.502,Bihar,India
1867-02-01,17.986,1.331,Bihar,India
1867-03-01,23.22,1.395,Bihar,India
1867-04-01,28.246,1.415,Bihar,India
1867-05-01,30.142,1.327,Bihar,India
1867-06-01,30.066,1.373,Bihar,India
1867-07-01,28.741,1.381,Bihar,India
1867-08-01,28.2,1.431,Bihar,India
1867-09-01,27.636,1.362,Bihar,India
1867-10-01,25.333,1.327,Bihar,India
1867-11-01,21.572,1.669,Bihar,India
1867-12-01,16.776,1.629,Bihar,India
1868-01-01,14.621,1.556,Bihar,India
1868-02-01,17.106,1.823,Bihar,India
1868-03-01,22.744,1.531,Bihar,India
1868-04-01,28.095,1.531,Bihar,India
1868-05-01,30.516,1.463,Bihar,India
1868-06-01,29.952,1.327,Bihar,India
1868-07-01,28.704,1.303,Bihar,India
1868-08-01,28.35,1.391,Bihar,India
1868-09-01,27.605,1.385,Bihar,India
1868-10-01,25.506,1.392,Bihar,India
1868-11-01,20.209,1.463,Bihar,India
1868-12-01,16.032,1.621,Bihar,India
1869-01-01,15.041,1.671,Bihar,India
1869-02-01,18.48,1.854,Bihar,India
1869-03-01,22.78,1.547,Bihar,India
1869-04-01,28.1,1.556,Bihar,India
1869-05-01,30.453,1.557,Bihar,India
1869-06-01,29.96,1.41,Bihar,India
1869-07-01,28.696,1.441,Bihar,India
1869-08-01,28.108,1.442,Bihar,India
1869-09-01,27.781,1.392,Bihar,India
1869-10-01,25.076,1.461,Bihar,India
1869-11-01,20.457,1.457,Bihar,India
1869-12-01,15.503,1.549,Bihar,India
1870-01-01,15.148,1.203,Bihar,India
1870-02-01,17.895,1.726,Bihar,India
1870-03-01,23.123,1.034,Bihar,India
1870-04-01,28.318,1.3,Bihar,India
1870-05-01,31.164,1.232,Bihar,India
1870-06-01,29.741,1.396,Bihar,India
1870-07-01,28.499,1.155,Bihar,India
1870-08-01,27.635,0.996,Bihar,India
1870-09-01,27.373,1.046,Bihar,India
1870-10-01,25.173,1.325,Bihar,India
1870-11-01,20.595,1.507,Bihar,India
1870-12-01,15.129,1.22,Bihar,India
1871-01-01,14.851,1.417,Bihar,India
1871-02-01,18.356,2.429,Bihar,India
1871-03-01,23.135,1.602,Bihar,India
1871-04-01,28.207,1.18,Bihar,India
1871-05-01,30.387,1.376,Bihar,India
1871-06-01,30.535,1.841,Bihar,India
1871-07-01,28.374,1.128,Bihar,India
1871-08-01,28.201,0.963,Bihar,India
1871-09-01,28.045,1.304,Bihar,India
1871-10-01,25.331,1.008,Bihar,India
1871-11-01,20.206,1.13,Bihar,India
1871-12-01,16.06,1.079,Bihar,India
1872-01-01,15.147,1.777,Bihar,India
1872-02-01,17.452,1.363,Bihar,India
1872-03-01,24.241,1.719,Bihar,India
1872-04-01,27.979,1.45,Bihar,India
1872-05-01,30.301,1.104,Bihar,India
1872-06-01,30.115,1.307,Bihar,India
1872-07-01,28.401,1.005,Bihar,India
1872-08-01,28.169,1.417,Bihar,India
1872-09-01,27.517,0.967,Bihar,India
1872-10-01,25.369,0.972,Bihar,India
1872-11-01,20.628,1.176,Bihar,India
1872-12-01,16.25,1.662,Bihar,India
1873-01-01,14.835,1.177,Bihar,India
1873-02-01,18.458,1.277,Bihar,India
1873-03-01,22.985,1.177,Bihar,India
1873-04-01,27.921,1.267,Bihar,India
1873-05-01,30.977,1.628,Bihar,India
1873-06-01,30.141,1.143,Bihar,India
1873-07-01,28.959,1.396,Bihar,India
1873-08-01,28.312,1.026,Bihar,India
1873-09-01,27.698,1.311,Bihar,India
1873-10-01,25.179,1.182,Bihar,India
1873-11-01,20.394,1.009,Bihar,India
1873-12-01,16.369,1.24,Bihar,India
1874-01-01,14.417,2.041,Bihar,India
1874-02-01,17.77,1.471,Bihar,India
1874-03-01,22.291,1.433,Bihar,India
1874-04-01,28.244,1.013,Bihar,India
1874-05-01,30.26,1.379,Bihar,India
1874-06-01,30.157,1.409,Bihar,India
1874-07-01,28.659,1.087,Bihar,India
1874-08-01,28.273,1.038,Bihar,India
1874-09-01,27.532,1.033,Bihar,India
1874-10-01,25.902,1.322,Bihar,India
1874-11-01,21.155,1.24,Bihar,India
1874-12-01,15.697,1.947,Bihar,India
1875-01-01,14.432,0.916,Bihar,India
1875-02-01,17.857,0.969,Bihar,India
1875-03-01,24.322,0.788,Bihar,India
1875-04-01,28.987,0.632,Bihar,India
1875-05-01,29.49,0.406,Bihar,India
1875-06-01,30,0.755,Bihar,India
1875-07-01,28.76,0.643,Bihar,India
1875-08-01,27.678,0.363,Bihar,India
1875-09-01,27.863,0.513,Bihar,India
1875-10-01,24.973,0.809,Bihar,India
1875-11-01,20.208,0.528,Bihar,India
1875-12-01,16.832,0.611,Bihar,India
1876-01-01,15.521,1.026,Bihar,India
1876-02-01,18.104,0.809,Bihar,India
1876-03-01,23.939,1.486,Bihar,India
1876-04-01,28.376,0.989,Bihar,India
1876-05-01,30.363,0.986,Bihar,India
1876-06-01,31.116,0.752,Bihar,India
1876-07-01,28.741,0.838,Bihar,India
1876-08-01,28.362,0.652,Bihar,India
1876-09-01,27.799,0.676,Bihar,India
1876-10-01,23.882,0.678,Bihar,India
1876-11-01,20.074,0.916,Bihar,India
1876-12-01,15.691,1.343,Bihar,India
1877-01-01,15.672,1.588,Bihar,India
1877-02-01,15.655,1.414,Bihar,India
1877-03-01,22.97,0.552,Bihar,India
1877-04-01,26.261,1.177,Bihar,India
1877-05-01,29.625,0.759,Bihar,India
1877-06-01,30.812,1.801,Bihar,India
1877-07-01,29.439,0.645,Bihar,India
1877-08-01,28.954,0.632,Bihar,India
1877-09-01,28.643,0.679,Bihar,India
1877-10-01,25.126,0.731,Bihar,India
1877-11-01,22.027,0.985,Bihar,India
1877-12-01,16.865,1.859,Bihar,India
1878-01-01,14.278,1.641,Bihar,India
1878-02-01,18.922,1.103,Bihar,India
1878-03-01,23.779,0.811,Bihar,India
1878-04-01,28.453,1.534,Bihar,India
1878-05-01,28.859,1.031,Bihar,India
1878-06-01,31.966,1.365,Bihar,India
1878-07-01,29.147,0.893,Bihar,India
1878-08-01,28.311,0.778,Bihar,India
1878-09-01,27.935,0.728,Bihar,India
1878-10-01,26.398,0.483,Bihar,India
1878-11-01,21.676,0.897,Bihar,India
1878-12-01,16.334,1.171,Bihar,India
1879-01-01,15.834,0.737,Bihar,India
1879-02-01,18.707,0.929,Bihar,India
1879-03-01,24.124,0.922,Bihar,India
1879-04-01,30.504,1.223,Bihar,India
1879-05-01,31.831,1.076,Bihar,India
1879-06-01,29.952,0.72,Bihar,India
1879-07-01,27.985,0.98,Bihar,India
1879-08-01,27.577,0.693,Bihar,India
1879-09-01,27.692,0.607,Bihar,India
1879-10-01,25.115,0.85,Bihar,India
1879-11-01,19.792,0.558,Bihar,India
1879-12-01,15.555,0.959,Bihar,India
1880-01-01,15.628,0.89,Bihar,India
1880-02-01,17.018,0.52,Bihar,India
1880-03-01,24.252,0.709,Bihar,India
1880-04-01,29.424,0.721,Bihar,India
1880-05-01,29.356,1.003,Bihar,India
1880-06-01,29.899,0.983,Bihar,India
1880-07-01,27.927,0.511,Bihar,India
1880-08-01,28.22,0.514,Bihar,India
1880-09-01,27.806,0.678,Bihar,India
1880-10-01,25.82,0.563,Bihar,India
1880-11-01,20.883,1.866,Bihar,India
1880-12-01,15.797,0.758,Bihar,India
1881-01-01,14.649,0.679,Bihar,India
1881-02-01,18.835,0.886,Bihar,India
1881-03-01,22.485,0.829,Bihar,India
1881-04-01,28.876,0.428,Bihar,India
1881-05-01,29.939,0.435,Bihar,India
1881-06-01,29.427,0.664,Bihar,India
1881-07-01,28.901,0.334,Bihar,India
1881-08-01,28.157,0.55,Bihar,India
1881-09-01,27.952,0.349,Bihar,India
1881-10-01,25.301,0.419,Bihar,India
1881-11-01,20.105,0.514,Bihar,India
1881-12-01,16.196,0.811,Bihar,India
1882-01-01,16.431,0.768,Bihar,India
1882-02-01,17.591,0.523,Bihar,India
1882-03-01,24.804,0.45,Bihar,India
1882-04-01,28.274,0.556,Bihar,India
1882-05-01,28.596,0.767,Bihar,India
1882-06-01,29.078,0.497,Bihar,India
1882-07-01,28.566,0.819,Bihar,India
1882-08-01,27.79,0.595,Bihar,India
1882-09-01,27.854,0.427,Bihar,India
1882-10-01,24.947,0.25,Bihar,India
1882-11-01,20.237,0.925,Bihar,India
1882-12-01,17.094,0.396,Bihar,India
1883-01-01,15.226,0.498,Bihar,India
1883-02-01,16.56,0.949,Bihar,India
1883-03-01,22.974,0.82,Bihar,India
1883-04-01,28.418,0.577,Bihar,India
1883-05-01,30.278,0.57,Bihar,India
1883-06-01,29.669,0.528,Bihar,India
1883-07-01,28.594,0.769,Bihar,India
1883-08-01,28.352,0.491,Bihar,India
1883-09-01,27.845,0.318,Bihar,India
1883-10-01,25.144,0.409,Bihar,India
1883-11-01,19.462,0.242,Bihar,India
1883-12-01,14.768,0.729,Bihar,India
1884-01-01,15.49,0.472,Bihar,India
1884-02-01,16.947,0.625,Bihar,India
1884-03-01,24.938,0.644,Bihar,India
1884-04-01,28.334,0.69,Bihar,India
1884-05-01,29.691,0.716,Bihar,India
1884-06-01,29.2,0.554,Bihar,India
1884-07-01,28.525,0.371,Bihar,India
1884-08-01,28.136,0.303,Bihar,India
1884-09-01,27.677,0.448,Bihar,India
1884-10-01,23.835,0.722,Bihar,India
1884-11-01,18.849,0.603,Bihar,India
1884-12-01,15.499,0.701,Bihar,India
1885-01-01,15.595,0.754,Bihar,India
1885-02-01,16.057,0.58,Bihar,India
1885-03-01,23.804,0.43,Bihar,India
1885-04-01,28.697,0.88,Bihar,India
1885-05-01,29.481,0.65,Bihar,India
1885-06-01,30.437,0.762,Bihar,India
1885-07-01,28.466,0.287,Bihar,India
1885-08-01,27.793,0.516,Bihar,India
1885-09-01,27.299,0.721,Bihar,India
1885-10-01,25.257,0.704,Bihar,India
1885-11-01,20.402,0.741,Bihar,India
1885-12-01,16.04,0.956,Bihar,India
1886-01-01,15.438,0.758,Bihar,India
1886-02-01,17.109,1.112,Bihar,India
1886-03-01,23.822,0.638,Bihar,India
1886-04-01,28.22,0.615,Bihar,India
1886-05-01,29.534,0.551,Bihar,India
1886-06-01,30.327,0.874,Bihar,India
1886-07-01,28.466,0.334,Bihar,India
1886-08-01,28.033,0.485,Bihar,India
1886-09-01,27.611,0.452,Bihar,India
1886-10-01,25.913,0.772,Bihar,India
1886-11-01,21.07,0.598,Bihar,India
1886-12-01,16.893,1.051,Bihar,India
1887-01-01,14.47,1.228,Bihar,India
1887-02-01,16.947,1.118,Bihar,India
1887-03-01,23.447,0.804,Bihar,India
1887-04-01,27.532,0.583,Bihar,India
1887-05-01,30.438,0.669,Bihar,India
1887-06-01,29.279,1.008,Bihar,India
1887-07-01,28.491,0.638,Bihar,India
1887-08-01,27.651,0.486,Bihar,India
1887-09-01,27.638,0.52,Bihar,India
1887-10-01,24.67,0.447,Bihar,India
1887-11-01,20.433,0.699,Bihar,India
1887-12-01,16.033,0.642,Bihar,India
1888-01-01,14.196,1.238,Bihar,India
1888-02-01,17.611,1.154,Bihar,India
1888-03-01,24.391,0.78,Bihar,India
1888-04-01,28.611,0.824,Bihar,India
1888-05-01,30.164,0.615,Bihar,India
1888-06-01,31.065,0.765,Bihar,India
1888-07-01,28.253,0.429,Bihar,India
1888-08-01,27.963,0.597,Bihar,India
1888-09-01,27.658,0.571,Bihar,India
1888-10-01,25.243,0.677,Bihar,India
1888-11-01,20.38,0.772,Bihar,India
1888-12-01,15.514,0.946,Bihar,India
1889-01-01,16.317,0.833,Bihar,India
1889-02-01,17.683,0.698,Bihar,India
1889-03-01,24.941,0.676,Bihar,India
1889-04-01,28.579,1.527,Bihar,India
1889-05-01,31.28,1.162,Bihar,India
1889-06-01,29.827,0.597,Bihar,India
1889-07-01,28.845,0.434,Bihar,India
1889-08-01,28.34,0.37,Bihar,India
1889-09-01,27.448,0.69,Bihar,India
1889-10-01,25.536,0.38,Bihar,India
1889-11-01,21.515,0.773,Bihar,India
1889-12-01,16.876,1.17,Bihar,India
1890-01-01,16.369,0.737,Bihar,India
1890-02-01,18.829,1.173,Bihar,India
1890-03-01,24.142,0.897,Bihar,India
1890-04-01,28.561,0.812,Bihar,India
1890-05-01,30.307,1.01,Bihar,India
1890-06-01,29.457,0.401,Bihar,India
1890-07-01,27.525,0.412,Bihar,India
1890-08-01,27.323,0.538,Bihar,India
1890-09-01,27.34,0.441,Bihar,India
1890-10-01,24.465,0.387,Bihar,India
1890-11-01,19.9,0.533,Bihar,India
1890-12-01,16.394,0.884,Bihar,India
1891-01-01,15.567,0.807,Bihar,India
1891-02-01,16.721,0.573,Bihar,India
1891-03-01,21.247,0.595,Bihar,India
1891-04-01,28.285,0.377,Bihar,India
1891-05-01,29.316,0.378,Bihar,India
1891-06-01,30.317,0.734,Bihar,India
1891-07-01,28.617,0.978,Bihar,India
1891-08-01,28.244,0.52,Bihar,India
1891-09-01,28.116,0.682,Bihar,India
1891-10-01,24.635,0.328,Bihar,India
1891-11-01,20.925,0.653,Bihar,India
1891-12-01,16.715,0.589,Bihar,India
1892-01-01,16.271,0.558,Bihar,India
1892-02-01,18.894,0.57,Bihar,India
1892-03-01,24.598,1.107,Bihar,India
1892-04-01,29.746,0.657,Bihar,India
1892-05-01,30.813,1.03,Bihar,India
1892-06-01,29.715,0.487,Bihar,India
1892-07-01,28.418,0.403,Bihar,India
1892-08-01,27.675,0.475,Bihar,India
1892-09-01,28.109,0.305,Bihar,India
1892-10-01,25.358,0.429,Bihar,India
1892-11-01,19.798,0.748,Bihar,India
1892-12-01,15.46,0.765,Bihar,India
1893-01-01,14.45,0.86,Bihar,India
1893-02-01,15.077,1.463,Bihar,India
1893-03-01,20.811,0.68,Bihar,India
1893-04-01,27.769,0.347,Bihar,India
1893-05-01,29.019,0.635,Bihar,India
1893-06-01,28.607,0.761,Bihar,India
1893-07-01,27.888,0.516,Bihar,India
1893-08-01,28.245,0.364,Bihar,India
1893-09-01,27.075,0.325,Bihar,India
1893-10-01,25.201,0.334,Bihar,India
1893-11-01,20.732,0.523,Bihar,India
1893-12-01,16.105,0.529,Bihar,India
1894-01-01,16.004,0.739,Bihar,India
1894-02-01,19.043,0.679,Bihar,India
1894-03-01,23.36,0.485,Bihar,India
