dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1876-01-01,17.326,0.962,West Bengal,India
1876-02-01,20.122,0.609,West Bengal,India
1876-03-01,25.39,1.378,West Bengal,India
1876-04-01,28.462,1.027,West Bengal,India
1876-05-01,29.223,0.88,West Bengal,India
1876-06-01,29.245,0.494,West Bengal,India
1876-07-01,27.826,0.758,West Bengal,India
1876-08-01,27.964,0.659,West Bengal,India
1876-09-01,27.542,0.69,West Bengal,India
1876-10-01,24.473,0.507,West Bengal,India
1876-11-01,20.998,0.913,West Bengal,India
1876-12-01,17.162,1.145,West Bengal,India
1877-01-01,17.499,1.569,West Bengal,India
1877-02-01,17.704,1.558,West Bengal,India
1877-03-01,24.297,0.549,West Bengal,India
1877-04-01,26.39,1.041,West Bengal,India
1877-05-01,28.709,0.889,West Bengal,India
1877-06-01,29.156,1.766,West Bengal,India
1877-07-01,28.338,0.659,West Bengal,India
1877-08-01,28.131,0.68,West Bengal,India
1877-09-01,27.917,0.409,West Bengal,India
1877-10-01,25.72,0.723,West Bengal,India
1877-11-01,22.954,1.007,West Bengal,India
1877-12-01,18.627,1.727,West Bengal,India
1878-01-01,16.906,1.435,West Bengal,India
1878-02-01,21.407,1.053,West Bengal,India
1878-03-01,25.217,0.813,West Bengal,India
1878-04-01,28.095,1.029,West Bengal,India
1878-05-01,27.864,0.557,West Bengal,India
1878-06-01,30.361,1.143,West Bengal,India
1878-07-01,28.645,0.699,West Bengal,India
1878-08-01,27.961,0.784,West Bengal,India
1878-09-01,27.924,0.648,West Bengal,India
1878-10-01,26.592,0.452,West Bengal,India
1878-11-01,22.994,0.87,West Bengal,India
1878-12-01,18.35,1.128,West Bengal,India
1879-01-01,17.748,0.701,West Bengal,India
1879-02-01,20.862,0.772,West Bengal,India
1879-03-01,25.658,0.698,West Bengal,India
1879-04-01,30.3,1.389,West Bengal,India
1879-05-01,30.371,1.151,West Bengal,India
1879-06-01,28.792,0.592,West Bengal,India
1879-07-01,27.766,0.925,West Bengal,India
1879-08-01,27.44,0.644,West Bengal,India
1879-09-01,27.605,0.589,West Bengal,India
1879-10-01,25.916,0.837,West Bengal,India
1879-11-01,21.307,0.447,West Bengal,India
1879-12-01,17.522,0.796,West Bengal,India
1880-01-01,17.876,0.75,West Bengal,India
1880-02-01,19.628,0.455,West Bengal,India
1880-03-01,25.061,0.748,West Bengal,India
1880-04-01,28.707,0.706,West Bengal,India
1880-05-01,28.289,1.027,West Bengal,India
1880-06-01,28.315,0.499,West Bengal,India
1880-07-01,27.713,0.521,West Bengal,India
1880-08-01,27.798,0.536,West Bengal,India
1880-09-01,27.284,0.69,West Bengal,India
1880-10-01,26.023,0.486,West Bengal,India
1880-11-01,21.794,1.783,West Bengal,India
1880-12-01,17.215,0.709,West Bengal,India
1881-01-01,16.685,0.548,West Bengal,India
1881-02-01,20.964,0.816,West Bengal,India
1881-03-01,23.863,0.89,West Bengal,India
1881-04-01,28.667,0.509,West Bengal,India
1881-05-01,28.589,0.476,West Bengal,India
1881-06-01,28.27,0.64,West Bengal,India
1881-07-01,28.205,0.31,West Bengal,India
1881-08-01,27.763,0.621,West Bengal,India
1881-09-01,27.635,0.311,West Bengal,India
1881-10-01,25.739,0.387,West Bengal,India
1881-11-01,21.543,0.427,West Bengal,India
1881-12-01,17.593,0.727,West Bengal,India
1882-01-01,18.551,0.673,West Bengal,India
1882-02-01,19.877,0.557,West Bengal,India
1882-03-01,25.965,0.515,West Bengal,India
1882-04-01,28.144,0.621,West Bengal,India
1882-05-01,27.769,0.563,West Bengal,India
1882-06-01,28.315,0.444,West Bengal,India
1882-07-01,28.084,0.538,West Bengal,India
1882-08-01,27.471,0.561,West Bengal,India
1882-09-01,27.46,0.292,West Bengal,India
1882-10-01,25.309,0.287,West Bengal,India
1882-11-01,21.87,1.042,West Bengal,India
1882-12-01,18.679,0.46,West Bengal,India
1883-01-01,17.067,0.484,West Bengal,India
1883-02-01,18.806,0.918,West Bengal,India
1883-03-01,24.512,0.815,West Bengal,India
1883-04-01,28.225,0.475,West Bengal,India
1883-05-01,29.13,0.475,West Bengal,India
1883-06-01,28.535,0.421,West Bengal,India
1883-07-01,28.012,0.678,West Bengal,India
1883-08-01,27.717,0.497,West Bengal,India
1883-09-01,27.565,0.251,West Bengal,India
1883-10-01,25.714,0.406,West Bengal,India
1883-11-01,20.795,0.257,West Bengal,India
1883-12-01,16.475,0.648,West Bengal,India
1884-01-01,17.075,0.464,West Bengal,India
1884-02-01,18.963,0.495,West Bengal,India
1884-03-01,26.001,0.658,West Bengal,India
1884-04-01,27.862,0.706,West Bengal,India
1884-05-01,28.241,0.726,West Bengal,India
1884-06-01,27.988,0.601,West Bengal,India
1884-07-01,28.009,0.357,West Bengal,India
1884-08-01,27.808,0.391,West Bengal,India
1884-09-01,27.144,0.503,West Bengal,India
1884-10-01,24.592,0.683,West Bengal,India
1884-11-01,20.305,0.539,West Bengal,India
1884-12-01,17.448,0.688,West Bengal,India
1885-01-01,18.009,0.588,West Bengal,India
1885-02-01,18.618,0.526,West Bengal,India
1885-03-01,24.996,0.366,West Bengal,India
1885-04-01,28.694,0.483,West Bengal,India
1885-05-01,28.774,0.488,West Bengal,India
1885-06-01,29.071,0.392,West Bengal,India
1885-07-01,28.066,0.348,West Bengal,India
1885-08-01,27.468,0.654,West Bengal,India
1885-09-01,27.217,0.573,West Bengal,India
1885-10-01,25.905,0.659,West Bengal,India
1885-11-01,21.715,0.625,West Bengal,India
1885-12-01,17.818,0.886,West Bengal,India
1886-01-01,17.472,0.656,West Bengal,India
1886-02-01,19.196,0.963,West Bengal,India
1886-03-01,24.856,0.504,West Bengal,India
1886-04-01,28.096,0.25,West Bengal,India
1886-05-01,28.601,0.554,West Bengal,India
1886-06-01,29.04,0.358,West Bengal,India
1886-07-01,28.103,0.362,West Bengal,India
1886-08-01,27.771,0.452,West Bengal,India
1886-09-01,27.413,0.391,West Bengal,India
1886-10-01,26.505,0.69,West Bengal,India
1886-11-01,22.361,0.57,West Bengal,India
1886-12-01,18.708,0.973,West Bengal,India
1887-01-01,16.607,1.092,West Bengal,India
1887-02-01,18.968,1.125,West Bengal,India
1887-03-01,24.799,0.876,West Bengal,India
1887-04-01,27.451,0.621,West Bengal,India
1887-05-01,29.108,0.661,West Bengal,India
1887-06-01,28.394,0.279,West Bengal,India
1887-07-01,27.952,0.517,West Bengal,India
1887-08-01,27.609,0.462,West Bengal,India
1887-09-01,27.574,0.507,West Bengal,India
1887-10-01,25.23,0.483,West Bengal,India
1887-11-01,21.784,0.697,West Bengal,India
1887-12-01,17.636,0.533,West Bengal,India
1888-01-01,16.576,1.172,West Bengal,India
1888-02-01,19.693,1.195,West Bengal,India
1888-03-01,25.471,0.653,West Bengal,India
1888-04-01,28.214,0.876,West Bengal,India
1888-05-01,29.079,0.674,West Bengal,India
1888-06-01,29.88,0.792,West Bengal,India
1888-07-01,27.966,0.403,West Bengal,India
1888-08-01,27.564,0.601,West Bengal,India
1888-09-01,27.635,0.492,West Bengal,India
1888-10-01,25.66,0.49,West Bengal,India
1888-11-01,21.736,0.515,West Bengal,India
1888-12-01,17.22,0.79,West Bengal,India
1889-01-01,18.389,0.493,West Bengal,India
1889-02-01,19.692,0.821,West Bengal,India
1889-03-01,25.929,0.704,West Bengal,India
1889-04-01,29.015,0.734,West Bengal,India
1889-05-01,30.089,0.663,West Bengal,India
1889-06-01,28.822,0.383,West Bengal,India
1889-07-01,28.434,0.298,West Bengal,India
1889-08-01,27.944,0.299,West Bengal,India
1889-09-01,27.392,0.587,West Bengal,India
1889-10-01,25.937,0.256,West Bengal,India
1889-11-01,22.443,0.701,West Bengal,India
1889-12-01,18.297,1.083,West Bengal,India
1890-01-01,18.009,0.641,West Bengal,India
1890-02-01,20.51,1.005,West Bengal,India
1890-03-01,25.559,0.881,West Bengal,India
1890-04-01,28.356,0.772,West Bengal,India
1890-05-01,29.172,0.873,West Bengal,India
1890-06-01,28.328,0.412,West Bengal,India
1890-07-01,27.32,0.385,West Bengal,India
1890-08-01,27.188,0.378,West Bengal,India
1890-09-01,27.278,0.451,West Bengal,India
1890-10-01,25.039,0.452,West Bengal,India
1890-11-01,21.019,0.537,West Bengal,India
1890-12-01,18.075,0.768,West Bengal,India
1891-01-01,17.446,0.726,West Bengal,India
1891-02-01,18.956,0.543,West Bengal,India
1891-03-01,22.918,0.711,West Bengal,India
1891-04-01,28.367,0.312,West Bengal,India
1891-05-01,28.389,0.475,West Bengal,India
1891-06-01,29.574,0.477,West Bengal,India
1891-07-01,27.947,0.361,West Bengal,India
1891-08-01,27.764,0.246,West Bengal,India
1891-09-01,27.623,0.435,West Bengal,India
1891-10-01,25.392,0.329,West Bengal,India
1891-11-01,22.111,0.691,West Bengal,India
1891-12-01,18.42,0.54,West Bengal,India
1892-01-01,18.087,0.593,West Bengal,India
1892-02-01,20.882,0.441,West Bengal,India
1892-03-01,25.662,0.871,West Bengal,India
1892-04-01,29.008,0.521,West Bengal,India
1892-05-01,29.591,0.652,West Bengal,India
1892-06-01,28.521,0.401,West Bengal,India
1892-07-01,27.876,0.264,West Bengal,India
1892-08-01,27.483,0.295,West Bengal,India
1892-09-01,27.705,0.266,West Bengal,India
1892-10-01,25.714,0.371,West Bengal,India
1892-11-01,20.688,0.799,West Bengal,India
1892-12-01,16.931,0.754,West Bengal,India
1893-01-01,16.361,0.756,West Bengal,India
1893-02-01,17.091,0.844,West Bengal,India
1893-03-01,22.167,0.542,West Bengal,India
1893-04-01,27.375,0.345,West Bengal,India
1893-05-01,27.602,0.532,West Bengal,India
1893-06-01,27.619,0.642,West Bengal,India
1893-07-01,27.588,0.467,West Bengal,India
1893-08-01,27.848,0.322,West Bengal,India
1893-09-01,27.081,0.397,West Bengal,India
1893-10-01,25.768,0.358,West Bengal,India
1893-11-01,21.888,0.575,West Bengal,India
1893-12-01,17.581,0.538,West Bengal,India
1894-01-01,17.808,0.574,West Bengal,India
1894-02-01,21.054,0.579,West Bengal,India
1894-03-01,25.143,0.615,West Bengal,India
1894-04-01,28.307,0.463,West Bengal,India
1894-05-01,30.34,0.449,West Bengal,India
1894-06-01,28.52,0.22,West Bengal,India
1894-07-01,27.759,0.309,West Bengal,India
1894-08-01,27.278,0.499,West Bengal,India
1894-09-01,27.445,0.362,West Bengal,India
1894-10-01,26.063,0.253,West Bengal,India
1894-11-01,21.291,0.569,West Bengal,India
1894-12-01,18.119,0.553,West Bengal,India
1895-01-01,17.541,0.614,West Bengal,India
1895-02-01,19.6,0.474,West Bengal,India
1895-03-01,24.775,0.397,West Bengal,India
1895-04-01,27.075,0.407,West Bengal,India
1895-05-01,29.764,0.486,West Bengal,India
1895-06-01,28.88,0.355,West Bengal,India
1895-07-01,28.171,0.394,West Bengal,India
1895-08-01,27.785,0.341,West Bengal,India
1895-09-01,28.148,0.359,West Bengal,India
1895-10-01,25.13,0.383,West Bengal,India
1895-11-01,22.641,0.494,West Bengal,India
1895-12-01,17.5,0.431,West Bengal,India
1896-01-01,17.345,0.419,West Bengal,India
1896-02-01,20.825,0.538,West Bengal,India
1896-03-01,26.459,0.597,West Bengal,India
1896-04-01,29.81,0.631,West Bengal,India
1896-05-01,29.256,0.434,West Bengal,India
1896-06-01,28.358,0.334,West Bengal,India
1896-07-01,28.618,0.323,West Bengal,India
1896-08-01,28.305,0.474,West Bengal,India
1896-09-01,27.989,0.468,West Bengal,India
1896-10-01,26.249,0.44,West Bengal,India
1896-11-01,22.426,0.472,West Bengal,India
1896-12-01,18.063,0.447,West Bengal,India
1897-01-01,18.585,0.967,West Bengal,India
1897-02-01,21.033,0.534,West Bengal,India
1897-03-01,25.118,0.494,West Bengal,India
1897-04-01,28.861,0.781,West Bengal,India
1897-05-01,29.837,0.538,West Bengal,India
1897-06-01,29.273,0.652,West Bengal,India
1897-07-01,28.722,0.409,West Bengal,India
1897-08-01,27.784,0.431,West Bengal,India
1897-09-01,27.9,0.404,West Bengal,India
1897-10-01,26.091,0.525,West Bengal,India
1897-11-01,22.112,0.637,West Bengal,India
1897-12-01,17.618,0.37,West Bengal,India
1898-01-01,17.126,0.806,West Bengal,India
1898-02-01,19.77,0.57,West Bengal,India
1898-03-01,24.888,0.539,West Bengal,India
1898-04-01,29.198,0.467,West Bengal,India
1898-05-01,29.712,0.489,West Bengal,India
1898-06-01,28.818,0.372,West Bengal,India
1898-07-01,28.128,0.404,West Bengal,India
1898-08-01,27.736,0.36,West Bengal,India
1898-09-01,27.352,0.217,West Bengal,India
1898-10-01,25.646,0.217,West Bengal,India
1898-11-01,21.973,0.43,West Bengal,India
1898-12-01,18.431,0.599,West Bengal,India
1899-01-01,16,0.651,West Bengal,India
1899-02-01,20.146,0.55,West Bengal,India
1899-03-01,25.863,0.558,West Bengal,India
1899-04-01,27.985,0.788,West Bengal,India
1899-05-01,29.582,0.514,West Bengal,India
1899-06-01,28.51,0.585,West Bengal,India
1899-07-01,27.882,0.53,West Bengal,India
1899-08-01,28.398,0.283,West Bengal,India
1899-09-01,28.186,0.489,West Bengal,India
1899-10-01,25.655,0.24,West Bengal,India
1899-11-01,21.228,0.379,West Bengal,India
1899-12-01,17.86,0.431,West Bengal,India
01-01-1900,18.675,0.574,West Bengal,India
01-02-1900,21.241,0.427,West Bengal,India
01-03-1900,25.835,0.559,West Bengal,India
01-04-1900,28.777,0.462,West Bengal,India
01-05-1900,28.801,0.472,West Bengal,India
01-06-1900,28.972,0.48,West Bengal,India
01-07-1900,28.332,0.665,West Bengal,India
01-08-1900,28.381,0.369,West Bengal,India
01-09-1900,27.248,0.356,West Bengal,India
01-10-1900,25.791,0.441,West Bengal,India
01-11-1900,22.146,0.31,West Bengal,India
01-12-1900,18.932,0.543,West Bengal,India
01-01-1901,16.486,0.44,West Bengal,India
01-02-1901,20.298,0.751,West Bengal,India
01-03-1901,24.746,0.329,West Bengal,India
01-04-1901,28.899,0.589,West Bengal,India
01-05-1901,29.316,0.324,West Bengal,India
01-06-1901,29.706,0.407,West Bengal,India
01-07-1901,28.632,0.403,West Bengal,India
01-08-1901,28.282,0.284,West Bengal,India
01-09-1901,27.744,0.403,West Bengal,India
01-10-1901,26.837,0.259,West Bengal,India
01-11-1901,22.106,0.405,West Bengal,India
01-12-1901,17.907,0.404,West Bengal,India
01-01-1902,18.161,0.624,West Bengal,India
01-02-1902,20.513,0.49,West Bengal,India
01-03-1902,26.041,0.54,West Bengal,India
01-04-1902,27.401,0.378,West Bengal,India
01-05-1902,28.753,0.641,West Bengal,India
01-06-1902,29.283,0.663,West Bengal,India
01-07-1902,28.121,0.355,West Bengal,India
01-08-1902,28.502,0.402,West Bengal,India
01-09-1902,27.853,0.281,West Bengal,India
01-10-1902,25.686,0.492,West Bengal,India
01-11-1902,21.783,0.392,West Bengal,India
01-12-1902,17.723,0.626,West Bengal,India
01-01-1903,17.758,0.811,West Bengal,India
01-02-1903,19.499,0.602,West Bengal,India
01-03-1903,25,0.429,West Bengal,India
01-04-1903,29.006,0.541,West Bengal,India
01-05-1903,30.335,0.591,West Bengal,India
01-06-1903,28.974,0.658,West Bengal,India
01-07-1903,29.033,0.36,West Bengal,India
01-08-1903,28.042,0.345,West Bengal,India
01-09-1903,27.724,0.502,West Bengal,India
01-10-1903,26.088,0.309,West Bengal,India
01-11-1903,21.552,0.401,West Bengal,India
01-12-1903,17.345,0.419,West Bengal,India
01-01-1904,17.428,0.738,West Bengal,India
01-02-1904,19.937,0.576,West Bengal,India
01-03-1904,25.377,0.472,West Bengal,India
01-04-1904,28.706,0.533,West Bengal,India
01-05-1904,28.304,0.296,West Bengal,India
01-06-1904,28.633,0.435,West Bengal,India
01-07-1904,27.733,0.381,West Bengal,India
01-08-1904,28.098,0.555,West Bengal,India
01-09-1904,27.88,0.291,West Bengal,India
01-10-1904,25.736,0.197,West Bengal,India
01-11-1904,21.503,0.336,West Bengal,India
01-12-1904,18.131,0.291,West Bengal,India
01-01-1905,16.654,0.63,West Bengal,India
01-02-1905,16.609,0.537,West Bengal,India
01-03-1905,23.265,0.589,West Bengal,India
01-04-1905,25.949,0.397,West Bengal,India
01-05-1905,28.187,0.492,West Bengal,India
01-06-1905,30.203,0.381,West Bengal,India
01-07-1905,28.041,0.281,West Bengal,India
01-08-1905,28.038,0.225,West Bengal,India
01-09-1905,27.569,0.291,West Bengal,India
01-10-1905,25.997,0.232,West Bengal,India
01-11-1905,22.087,0.507,West Bengal,India
01-12-1905,17.84,0.437,West Bengal,India
01-01-1906,17.042,0.497,West Bengal,India
01-02-1906,19.574,0.474,West Bengal,India
01-03-1906,23.13,0.323,West Bengal,India
01-04-1906,29.127,0.319,West Bengal,India
01-05-1906,29.814,0.45,West Bengal,India
01-06-1906,29.287,0.533,West Bengal,India
01-07-1906,28.664,0.399,West Bengal,India
01-08-1906,27.895,0.362,West Bengal,India
01-09-1906,28.203,0.187,West Bengal,India
01-10-1906,25.967,0.341,West Bengal,India
01-11-1906,22.237,0.222,West Bengal,India
01-12-1906,18.594,0.57,West Bengal,India
01-01-1907,18.607,0.376,West Bengal,India
01-02-1907,19.796,0.424,West Bengal,India
01-03-1907,23.225,0.259,West Bengal,India
01-04-1907,26.653,0.413,West Bengal,India
01-05-1907,28.82,0.333,West Bengal,India
01-06-1907,28.792,0.323,West Bengal,India
01-07-1907,28.348,0.369,West Bengal,India
01-08-1907,28.182,0.293,West Bengal,India
01-09-1907,27.979,0.361,West Bengal,India
01-10-1907,26.396,0.204,West Bengal,India
01-11-1907,22.295,0.317,West Bengal,India
01-12-1907,17.798,0.544,West Bengal,India
01-01-1908,16.539,0.451,West Bengal,India
01-02-1908,20.255,0.546,West Bengal,India
01-03-1908,25.28,0.298,West Bengal,India
01-04-1908,30.336,0.441,West Bengal,India
01-05-1908,29.631,0.524,West Bengal,India
01-06-1908,29.24,0.451,West Bengal,India
01-07-1908,28.171,0.354,West Bengal,India
01-08-1908,27.95,0.304,West Bengal,India
01-09-1908,27.944,0.212,West Bengal,India
01-10-1908,26.037,0.352,West Bengal,India
01-11-1908,21.439,0.351,West Bengal,India
01-12-1908,17.303,0.668,West Bengal,India
01-01-1909,18.611,0.451,West Bengal,India
01-02-1909,20.155,0.356,West Bengal,India
01-03-1909,26.312,0.206,West Bengal,India
01-04-1909,26.598,0.499,West Bengal,India
01-05-1909,29.535,0.345,West Bengal,India
01-06-1909,28.046,0.265,West Bengal,India
01-07-1909,28.097,0.291,West Bengal,India
01-08-1909,27.58,0.293,West Bengal,India
01-09-1909,27.94,0.166,West Bengal,India
01-10-1909,26.011,0.422,West Bengal,India
01-11-1909,22.748,0.412,West Bengal,India
01-12-1909,18.253,0.404,West Bengal,India
01-01-1910,17.106,0.454,West Bengal,India
01-02-1910,19.924,0.426,West Bengal,India
01-03-1910,25.021,0.276,West Bengal,India
01-04-1910,28.453,0.421,West Bengal,India
01-05-1910,29.172,0.289,West Bengal,India
01-06-1910,28.475,0.211,West Bengal,India
01-07-1910,27.886,0.268,West Bengal,India
01-08-1910,28.012,0.232,West Bengal,India
01-09-1910,27.942,0.162,West Bengal,India
01-10-1910,25.732,0.269,West Bengal,India
01-11-1910,21.418,0.181,West Bengal,India
01-12-1910,17.29,0.374,West Bengal,India
01-01-1911,18.98,0.491,West Bengal,India
01-02-1911,19.656,0.457,West Bengal,India
01-03-1911,24.106,0.346,West Bengal,India
01-04-1911,28.09,0.453,West Bengal,India
01-05-1911,29.296,0.805,West Bengal,India
01-06-1911,28.214,0.247,West Bengal,India
01-07-1911,28.661,0.375,West Bengal,India
01-08-1911,27.911,0.218,West Bengal,India
01-09-1911,27.54,0.272,West Bengal,India
01-10-1911,25.694,0.23,West Bengal,India
01-11-1911,21.743,0.28,West Bengal,India
01-12-1911,16.861,0.592,West Bengal,India
01-01-1912,17.837,0.669,West Bengal,India
01-02-1912,21.128,0.523,West Bengal,India
01-03-1912,25.025,0.414,West Bengal,India
01-04-1912,26.875,0.443,West Bengal,India
01-05-1912,29.175,0.234,West Bengal,India
01-06-1912,29.367,0.287,West Bengal,India
01-07-1912,28.064,0.133,West Bengal,India
01-08-1912,28.023,0.212,West Bengal,India
01-09-1912,27.988,0.267,West Bengal,India
01-10-1912,25.841,0.351,West Bengal,India
01-11-1912,21.333,0.326,West Bengal,India
01-12-1912,17.39,0.26,West Bengal,India
01-01-1913,17.331,0.303,West Bengal,India
01-02-1913,19.98,0.476,West Bengal,India
01-03-1913,23.569,0.253,West Bengal,India
01-04-1913,28.905,0.76,West Bengal,India
01-05-1913,28.428,0.187,West Bengal,India
01-06-1913,27.437,0.413,West Bengal,India
01-07-1913,28.27,0.222,West Bengal,India
01-08-1913,27.798,0.348,West Bengal,India
01-09-1913,27.896,0.347,West Bengal,India
01-10-1913,25.619,0.475,West Bengal,India
01-11-1913,20.958,0.344,West Bengal,India
01-12-1913,17.332,0.446,West Bengal,India
01-01-1914,17.604,0.713,West Bengal,India
01-02-1914,20.87,0.521,West Bengal,India
01-03-1914,24.67,0.197,West Bengal,India
01-04-1914,26.414,0.459,West Bengal,India
01-05-1914,28.429,0.454,West Bengal,India
01-06-1914,28.712,0.413,West Bengal,India
01-07-1914,28.152,0.28,West Bengal,India
01-08-1914,27.991,0.381,West Bengal,India
01-09-1914,27.661,0.33,West Bengal,India
01-10-1914,25.233,0.381,West Bengal,India
01-11-1914,22.074,0.439,West Bengal,India
01-12-1914,18.361,0.431,West Bengal,India
01-01-1915,18.209,0.503,West Bengal,India
01-02-1915,20.147,0.374,West Bengal,India
01-03-1915,24.392,0.542,West Bengal,India
01-04-1915,28.444,0.402,West Bengal,India
01-05-1915,29.325,0.395,West Bengal,India
01-06-1915,28.847,0.421,West Bengal,India
01-07-1915,28.736,0.403,West Bengal,India
01-08-1915,28.547,0.304,West Bengal,India
01-09-1915,27.734,0.297,West Bengal,India
01-10-1915,27.263,0.238,West Bengal,India
01-11-1915,23.641,0.503,West Bengal,India
01-12-1915,17.934,0.412,West Bengal,India
01-01-1916,17.166,0.613,West Bengal,India
01-02-1916,20.397,0.569,West Bengal,India
01-03-1916,26.256,0.434,West Bengal,India
01-04-1916,28.279,0.393,West Bengal,India
01-05-1916,30.521,0.768,West Bengal,India
01-06-1916,28.128,0.389,West Bengal,India
01-07-1916,28.099,0.477,West Bengal,India
01-08-1916,27.931,0.462,West Bengal,India
01-09-1916,27.701,0.357,West Bengal,India
01-10-1916,26.168,0.233,West Bengal,India
01-11-1916,21.935,0.233,West Bengal,India
01-12-1916,17.229,0.502,West Bengal,India
01-01-1917,16.929,0.492,West Bengal,India
01-02-1917,19.858,0.422,West Bengal,India
01-03-1917,24.096,0.386,West Bengal,India
01-04-1917,27.86,0.312,West Bengal,India
01-05-1917,27.906,0.461,West Bengal,India
01-06-1917,28.231,0.313,West Bengal,India
01-07-1917,28.109,0.45,West Bengal,India
01-08-1917,27.905,0.401,West Bengal,India
01-09-1917,27.342,0.369,West Bengal,India
01-10-1917,25.899,0.23,West Bengal,India
01-11-1917,21.832,0.562,West Bengal,India
01-12-1917,17.614,0.541,West Bengal,India
01-01-1918,16.365,0.6,West Bengal,India
01-02-1918,19.814,0.679,West Bengal,India
01-03-1918,25.407,0.524,West Bengal,India
01-04-1918,27.295,0.273,West Bengal,India
01-05-1918,28.574,0.352,West Bengal,India
01-06-1918,27.343,0.499,West Bengal,India
01-07-1918,28.899,0.508,West Bengal,India
01-08-1918,27.636,0.32,West Bengal,India
01-09-1918,28.025,0.131,West Bengal,India
01-10-1918,26.11,0.274,West Bengal,India
01-11-1918,22.21,0.344,West Bengal,India
01-12-1918,17.449,0.362,West Bengal,India
01-01-1919,18.415,0.404,West Bengal,India
01-02-1919,19.559,0.372,West Bengal,India
01-03-1919,25.936,0.516,West Bengal,India
01-04-1919,27.895,0.722,West Bengal,India
01-05-1919,29.179,0.684,West Bengal,India
01-06-1919,28.624,0.478,West Bengal,India
01-07-1919,28.137,0.408,West Bengal,India
01-08-1919,28.104,0.366,West Bengal,India
01-09-1919,27.408,0.332,West Bengal,India
01-10-1919,25.982,0.35,West Bengal,India
01-11-1919,22.229,0.219,West Bengal,India
01-12-1919,17.723,0.25,West Bengal,India
01-01-1920,17.986,0.384,West Bengal,India
01-02-1920,19.898,0.362,West Bengal,India
01-03-1920,24.52,0.25,West Bengal,India
01-04-1920,28.043,0.659,West Bengal,India
01-05-1920,29.185,0.268,West Bengal,India
01-06-1920,29.995,0.342,West Bengal,India
01-07-1920,28.455,0.373,West Bengal,India
01-08-1920,28.002,0.36,West Bengal,India
01-09-1920,27.734,0.291,West Bengal,India
01-10-1920,26.348,0.275,West Bengal,India
01-11-1920,22.397,0.398,West Bengal,India
01-12-1920,18.112,0.43,West Bengal,India
01-01-1921,18.1,0.388,West Bengal,India
01-02-1921,20.037,0.286,West Bengal,India
01-03-1921,25.958,0.38,West Bengal,India
01-04-1921,28.374,0.523,West Bengal,India
01-05-1921,30.81,0.518,West Bengal,India
01-06-1921,28.919,0.372,West Bengal,India
01-07-1921,28.402,0.458,West Bengal,India
01-08-1921,27.824,0.329,West Bengal,India
01-09-1921,27.608,0.279,West Bengal,India
01-10-1921,24.946,0.246,West Bengal,India
01-11-1921,21.252,0.288,West Bengal,India
01-12-1921,18.331,0.57,West Bengal,India
01-01-1922,17.754,0.368,West Bengal,India
01-02-1922,20.788,0.339,West Bengal,India
01-03-1922,26.028,0.463,West Bengal,India
01-04-1922,29.225,0.428,West Bengal,India
01-05-1922,30.373,0.463,West Bengal,India
01-06-1922,28.078,0.297,West Bengal,India
01-07-1922,28.181,0.378,West Bengal,India
01-08-1922,27.806,0.371,West Bengal,India
01-09-1922,27.377,0.255,West Bengal,India
01-10-1922,25.09,0.327,West Bengal,India
01-11-1922,21.853,0.35,West Bengal,India
01-12-1922,17.77,0.237,West Bengal,India
01-01-1923,17.69,0.485,West Bengal,India
01-02-1923,19.868,0.285,West Bengal,India
01-03-1923,24.717,0.425,West Bengal,India
01-04-1923,28.521,0.366,West Bengal,India
01-05-1923,29.593,0.474,West Bengal,India
01-06-1923,29.892,0.387,West Bengal,India
01-07-1923,28.133,0.272,West Bengal,India
01-08-1923,27.743,0.405,West Bengal,India
01-09-1923,27.873,0.275,West Bengal,India
01-10-1923,25.32,0.377,West Bengal,India
01-11-1923,21.879,0.384,West Bengal,India
01-12-1923,18.343,0.496,West Bengal,India
01-01-1924,17.773,0.356,West Bengal,India
01-02-1924,20.507,0.262,West Bengal,India
01-03-1924,26.7,0.369,West Bengal,India
01-04-1924,29.381,0.455,West Bengal,India
01-05-1924,29.461,0.721,West Bengal,India
01-06-1924,30.389,0.66,West Bengal,India
01-07-1924,28.184,0.278,West Bengal,India
01-08-1924,28.008,0.327,West Bengal,India
01-09-1924,27.293,0.204,West Bengal,India
01-10-1924,26.457,0.24,West Bengal,India
01-11-1924,21.869,0.266,West Bengal,India
01-12-1924,18.177,0.295,West Bengal,India
01-01-1925,16.575,0.488,West Bengal,India
01-02-1925,19.167,0.547,West Bengal,India
01-03-1925,24.956,0.341,West Bengal,India
01-04-1925,27.617,0.308,West Bengal,India
01-05-1925,28.936,0.294,West Bengal,India
01-06-1925,29.01,0.337,West Bengal,India
01-07-1925,27.92,0.262,West Bengal,India
01-08-1925,28.39,0.193,West Bengal,India
01-09-1925,27.784,0.264,West Bengal,India
01-10-1925,25.447,0.282,West Bengal,India
01-11-1925,21.847,0.565,West Bengal,India
01-12-1925,17.609,0.453,West Bengal,India
01-01-1926,17.414,0.199,West Bengal,India
01-02-1926,20.956,0.428,West Bengal,India
01-03-1926,24.07,0.303,West Bengal,India
01-04-1926,27.342,0.506,West Bengal,India
01-05-1926,28.986,0.523,West Bengal,India
01-06-1926,30.329,0.158,West Bengal,India
01-07-1926,28.32,0.25,West Bengal,India
